sample_id,seed,FW_THICK_CM,LI6_ENRICH_ATOM_FRAC,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM
s0282,20260330,3.487708369714863,0.42421928414774684,60.349510637902085,15.334158444206297,19.871470927593997
s0283,20260330,1.8365269904261434,0.6586407415989766,59.339468682049315,45.914199177122754,21.72592685210092
s0284,20260330,3.2039834938947918,0.65371743724102,35.95321985113366,43.323209660195985,11.714943400898077
s0285,20260330,1.2501222297466503,0.7250552930093073,54.75726792549072,39.82199662988078,14.616406498631427
s0286,20260330,1.9755086467489704,0.8091577826832783,75.42605758361759,18.28953660168736,12.704165349972971
s0287,20260330,3.0037678621952946,0.8624410827292501,71.90896453272323,48.355926450644304,12.916200304738771
s0288,20260330,1.3273152520734233,0.8542719426717169,53.58360017291372,29.859320316718346,20.151894972292993
s0289,20260330,1.066917566427464,0.8343468372340743,44.23354406606033,23.792093302936095,14.197165219574277
s0290,20260330,1.8611581019477974,0.8444144854891056,50.27403980011553,29.453145420042524,17.656002807987157
s0291,20260330,2.715744776016098,0.5475750102457122,72.90283536506828,30.296612669627343,11.469588103049114
s0292,20260330,4.741830759006486,0.7951556409562575,74.03768607657389,26.804909962966605,17.616350631397847
s0293,20260330,1.7477120494415401,0.6554215569597912,62.07092987497477,43.49414317675511,21.446890880333527
s0294,20260330,4.359228912691627,0.3613830231162493,55.46360678725837,43.685456674436026,14.058603135476579
s0295,20260330,4.660918272574355,0.6059486440125414,70.62703941436692,34.632420016158065,16.78948099821598
s0296,20260330,2.032852482971652,0.8846184180394079,69.03030381082824,21.763343807095474,15.659966902990721
s0297,20260330,3.519655779730749,0.5656677926444544,43.51161423504972,23.383431721286104,29.63639445477149
s0298,20260330,4.90076720266695,0.4482406468051277,68.71326708745221,48.28756047606565,19.51498499141224
s0299,20260330,4.25139093869114,0.7046677012650573,78.22954970930172,11.283852602582773,14.501531625636634
s0300,20260330,4.993476155669189,0.5688368299519122,63.617041929750094,33.47219242348807,29.06117847336883
s0301,20260330,2.3037139166565828,0.711708125832609,57.23040530871782,34.7978574091091,10.830700401280843
s0302,20260330,2.543893638612861,0.818032012012859,50.691336306282764,31.665297664611526,15.905480902654027
s0303,20260330,4.299792949209009,0.5999971254537626,66.25377719290755,36.66628923819182,14.889876474654269
s0304,20260330,3.5459149112624497,0.4403571992845555,39.720051796793044,46.12349657078272,28.32537715269068
s0305,20260330,3.574931156252713,0.7897977750420601,51.48763360290235,19.85592587275484,24.853930549057516
s0306,20260330,4.518547268367831,0.8797434302999285,39.7369537215855,24.38134256649939,27.89651302857495
s0307,20260330,2.1409383065214223,0.4685957869504341,32.04457846072994,47.205233874781186,10.515479623313489
s0308,20260330,4.092250351982854,0.377354912748483,36.655974304526374,48.80685315913327,22.655448822007184
s0309,20260330,3.648015710160623,0.5419303460138633,66.6062554320301,26.00486607431125,15.024018326312197
s0310,20260330,1.7669721220405488,0.6459896713763449,69.45664377999253,12.270660364626107,20.439849666181956
s0311,20260330,1.5044482299181225,0.7639757777815142,31.455014024388362,36.16952997499233,25.55291792535297
s0312,20260330,3.8925864177594276,0.331026384245326,34.470143151095414,23.034027269984758,23.24431252655754
s0313,20260330,4.685783895880284,0.6744088100860627,47.668594534205354,21.094698903522715,12.179888941275205
s0314,20260330,4.963204554715057,0.3842616994438742,53.669499764963774,40.076215620611876,19.729482155115573
s0315,20260330,4.066382226682849,0.6007292675139266,32.62139745491998,44.197124113124474,26.519708124558562
s0316,20260330,2.367465556172244,0.8272113299383788,41.541250819699485,42.29280619278039,18.062650003685874
s0317,20260330,2.070086151539658,0.403118882443012,62.53842011350921,22.30597555810504,29.856249375330275
s0318,20260330,1.4963962519504774,0.4944349435499811,75.93974003181461,33.645516938619394,25.77296420418585
s0319,20260330,1.8121322067508259,0.5939418140647778,56.68223630845314,39.085876811421095,16.067896786244912
s0320,20260330,3.8331450974119807,0.8699965734147952,49.3566610172828,46.394664106326914,17.954006800201615
s0321,20260330,2.4401479933503767,0.47500480235780895,65.42489731111817,24.527213538823247,20.583999321786592
s0322,20260330,2.8749561853663446,0.6423763765687229,76.71842387965006,44.67047187534129,21.979821434059623
s0323,20260330,3.1925846501707777,0.6366063682981999,54.20056671992886,25.31298770239234,16.619381895560682
s0324,20260330,1.02389466609322,0.42943125425836354,72.22551785993619,16.84513190256119,23.756190545661916
s0325,20260330,1.9496811847690088,0.7688096971011034,59.55514337492879,23.243445285743597,13.142191600278293
s0326,20260330,3.154085509431985,0.7867625008628659,46.87334723679709,15.908850606374667,26.722548282794115
s0327,20260330,2.6626276283138908,0.6783190451537328,64.92862058660936,18.346014758633494,25.33206492611321
s0328,20260330,1.3724810597653927,0.5370004830865748,58.619708744841375,33.13502177251061,13.50796498456205
s0329,20260330,4.811612461564992,0.3748662503815484,70.60575032899956,13.856007570442479,21.32228987027598
s0330,20260330,3.7485063108763486,0.30368896298317954,61.065859186274395,47.76580124357335,15.262310251940635
s0331,20260330,4.7576555385716635,0.8376331111518251,65.88213176713163,40.98407817451134,27.10822434193313
s0332,20260330,1.1224679392894232,0.8478903313756581,73.72099069449666,17.491554100132802,28.54352755412722
s0333,20260330,2.932712339302719,0.46051740396813834,45.491599256863,40.36895021340498,23.62536347856662
s0334,20260330,2.6384488952384237,0.5609817133575319,47.332828684713995,45.506556024446496,23.53970772227325
s0335,20260330,4.05342709551273,0.6129647257164503,77.81129557303686,45.1835900317906,15.382515678147055
s0336,20260330,2.4787874618319004,0.36409568412444515,60.612674991597004,22.097196897008793,13.902212077566771
s0337,20260330,3.1062891744930656,0.45160769047806437,58.40629382420149,24.01307949845051,20.309186591507274
s0338,20260330,2.517489765384683,0.3336671636563384,70.19935119744588,49.32136206406368,14.826815278089217
s0339,20260330,3.1386739120366434,0.3569465608937906,62.93397891307653,34.373568768302505,15.549983016819288
s0340,20260330,1.2126238534496445,0.6232186989725379,55.326743585401104,15.75421656685413,24.594964611790722
s0341,20260330,3.869811427659869,0.5914914532154403,40.65933421216469,17.986543256693786,19.33061509042806
s0342,20260330,1.529716540779567,0.8060653107575504,46.21149930032358,40.62265584488882,19.002621635604
s0343,20260330,1.915393665036805,0.3698433863194416,56.8353257954531,25.013818197055816,23.384261533141633
